Geneid,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000033627,821,1157,950,782,870,1007,793,1113
ENSG00000033800,884,735,1059,636,951,1145,761,827
ENSG00000033867,2627,1244,3462,1183,3372,1986,3348,1639
ENSG00000034053,4,2,1,0,10,4,0,4
ENSG00000034152,760,1162,864,897,616,2161,1027,1332
ENSG00000034239,9,6,7,5,13,11,4,1
ENSG00000034510,9373,8876,13811,6477,13778,16012,9153,8244
ENSG00000034533,140,89,144,52,156,123,157,79
ENSG00000034677,793,833,886,587,730,875,707,896
ENSG00000034693,324,210,407,183,499,421,275,212
ENSG00000034713,1264,1304,1351,1111,1330,1961,1048,1420
ENSG00000034971,317,249,978,570,95,89,400,535
ENSG00000035115,579,360,535,260,649,524,520,359
ENSG00000035141,346,332,383,251,384,485,346,436
ENSG00000035403,11318,16157,16794,15049,9659,25116,12097,23556
ENSG00000035499,26,13,12,2,18,13,10,6
ENSG00000035664,191,527,548,792,160,945,486,1327
ENSG00000035681,1161,816,1261,617,1367,1141,1092,885
ENSG00000035687,817,677,960,591,1056,915,812,735
ENSG00000035720,0,0,0,0,0,0,0,0
ENSG00000035862,44801,38044,58939,41165,60121,75913,42766,48353
ENSG00000035928,1114,894,1135,627,1290,1247,1029,969
ENSG00000036054,1284,1193,1171,839,1426,1800,1056,1246
ENSG00000036257,1405,1232,1787,1026,2104,2251,1247,1368
ENSG00000036448,7,3,0,0,1,0,0,0
ENSG00000036473,0,0,0,0,1,0,0,0
ENSG00000036530,28,15,22,9,18,21,34,24
ENSG00000036549,854,672,951,589,1032,1231,758,725
ENSG00000036565,0,0,0,0,0,0,0,0
ENSG00000036672,7,9,9,13,17,20,3,8
ENSG00000036828,0,0,0,0,0,0,0,0
ENSG00000037042,328,274,459,237,403,435,304,286
ENSG00000037241,251,239,260,203,314,408,161,209
ENSG00000037280,2,2,2,0,1,10,0,0
ENSG00000037474,674,650,775,478,996,1307,555,623
ENSG00000037637,571,565,627,489,617,842,492,745
ENSG00000037749,774,732,893,660,877,1283,746,827
ENSG00000037757,242,241,278,146,291,424,106,117
ENSG00000037897,53,58,93,35,91,124,72,46
ENSG00000037965,6,6,11,4,25,27,54,47
ENSG00000038002,821,461,720,398,491,687,671,523
ENSG00000038210,454,426,410,282,361,435,408,341
ENSG00000038219,2331,1829,2692,1336,3057,3375,2202,2387
ENSG00000038274,1610,1812,1415,1419,1542,2278,1275,1970
ENSG00000038295,12,6,37,9,6,8,0,0
ENSG00000038358,722,645,785,421,805,1051,598,718
ENSG00000038382,6179,5030,7315,2916,6611,8181,6345,5457
ENSG00000038427,9982,6775,11607,4001,11226,10987,9832,9134
ENSG00000038532,668,511,708,363,857,666,614,645
ENSG00000038945,79,47,90,26,300,218,273,188
ENSG00000039068,0,0,0,1,1,3,0,0
ENSG00000039123,1296,1092,1450,884,1409,1649,1136,1091
ENSG00000039139,134,116,305,89,260,424,233,192
ENSG00000039319,1040,772,1107,547,1306,1538,867,817
ENSG00000039523,1321,1472,1267,826,1339,1750,1185,1292
ENSG00000039537,2,18,12,21,32,94,4,21
ENSG00000039560,3719,3983,4845,3888,5098,11234,4047,5106
ENSG00000039600,3,3,3,2,5,8,2,2
ENSG00000039650,423,300,354,150,370,445,265,210
ENSG00000039987,0,1,0,0,0,2,0,2
ENSG00000040199,248,233,298,219,342,482,268,410
ENSG00000040275,229,207,349,120,202,291,211,162
ENSG00000040341,650,452,822,438,783,889,526,605
ENSG00000040487,214,243,207,138,253,344,196,238
ENSG00000040531,497,427,608,326,634,713,541,612
ENSG00000040608,1,1,4,0,1,2,2,0
ENSG00000040633,872,747,834,445,1239,1058,718,562
ENSG00000040731,106,42,105,13,34,5,204,48
ENSG00000040933,743,560,817,501,741,968,658,635
ENSG00000041353,38,14,18,5,379,98,26,11
ENSG00000041357,1251,1180,1499,931,1440,1454,1074,979
ENSG00000041515,7,11,4,8,4,19,4,19
ENSG00000041802,462,501,612,360,665,912,461,548
ENSG00000041880,400,394,453,220,378,391,382,354
ENSG00000041982,3218,993,6991,2748,2336,2109,6181,3504
ENSG00000041988,187,171,231,115,210,242,195,160
ENSG00000042062,1558,1774,1228,622,2056,2432,1053,1294
ENSG00000042088,195,134,231,105,269,204,208,179
ENSG00000042286,450,619,526,417,468,997,374,677
ENSG00000042304,0,0,0,0,0,0,0,0
ENSG00000042317,232,151,244,129,276,240,213,172
ENSG00000042429,86,84,94,72,78,119,75,88
ENSG00000042445,1308,1154,1672,856,1541,1823,1034,1025
ENSG00000042493,830,815,1058,586,804,963,1281,1189
ENSG00000042753,1040,1131,1295,757,1080,1779,877,972
ENSG00000042781,4,0,3,2,6,8,6,3
ENSG00000042813,0,0,0,0,0,0,0,0
ENSG00000042832,13,13,48,20,56,72,20,47
ENSG00000042980,4,4,12,3,14,44,9,15
ENSG00000043039,0,0,0,0,0,0,0,0
ENSG00000043093,621,543,643,438,735,896,518,591
ENSG00000043143,1445,1666,1552,994,1512,2137,1093,1510
ENSG00000043355,0,0,0,0,0,0,0,0
ENSG00000043462,0,0,0,0,0,0,0,0
ENSG00000043514,218,180,308,150,279,377,204,179
ENSG00000043591,0,0,0,0,0,0,0,0
ENSG00000044012,0,0,0,0,0,0,0,0
ENSG00000044090,1090,674,1354,470,1153,1074,971,737
ENSG00000044115,7057,6317,9414,5409,8353,11969,6954,7687
ENSG00000044446,317,323,370,233,337,556,306,378
ENSG00000044459,476,366,691,335,774,647,379,346
ENSG00000044524,42,23,34,45,39,35,78,87
ENSG00000044574,16206,13023,19226,7260,16164,39664,10101,7371
ENSG00000046604,18,6,67,32,0,0,67,36
ENSG00000046647,346,386,422,250,418,497,424,415
ENSG00000046651,442,309,640,441,746,1174,787,593
ENSG00000046653,84,246,220,1050,541,4126,176,836
ENSG00000046774,0,0,1,0,1,1,1,1
ENSG00000046889,79,26,99,29,5,5,15,4
ENSG00000047056,531,524,543,425,538,695,462,617
ENSG00000047188,707,751,702,452,721,1037,651,667
ENSG00000047230,344,238,295,208,341,370,323,342
ENSG00000047249,874,722,903,604,879,930,725,846
ENSG00000047315,2486,2086,2603,1496,2813,3356,2088,2113
ENSG00000047346,750,584,791,519,803,651,676,774
ENSG00000047365,47,33,146,55,7,11,58,39
ENSG00000047410,4308,3790,5548,3017,5644,6629,4249,4408
ENSG00000047457,5,10,17,15,6,12,14,15
ENSG00000047578,864,603,949,550,975,1075,681,733
ENSG00000047579,236,229,237,140,254,265,207,223
ENSG00000047597,1,0,1,0,0,2,1,4
ENSG00000047617,7,7,14,13,12,18,6,8
ENSG00000047621,444,347,486,192,559,525,352,257
ENSG00000047634,357,447,553,317,423,576,401,474
ENSG00000047644,1170,1365,1683,943,1634,2817,1211,1590
ENSG00000047648,619,651,449,199,388,448,422,455
ENSG00000047662,9,1,7,9,3,11,4,5
ENSG00000047849,15390,14135,18718,11270,18723,24042,12344,15220
ENSG00000047932,1369,1097,1646,816,1644,1600,1219,1155
ENSG00000047936,0,2,1,1,6,3,0,0
ENSG00000048028,529,472,512,317,701,906,464,431
ENSG00000048052,344,218,512,202,577,488,423,319
ENSG00000048140,789,727,878,615,1025,1421,708,861
ENSG00000048162,114,134,143,125,129,296,124,131
ENSG00000048342,1060,760,1015,446,1203,961,833,630
ENSG00000048392,1577,1219,1621,946,1596,1786,1351,1319
ENSG00000048405,313,319,329,286,374,562,302,400
ENSG00000048462,0,0,0,0,0,1,0,0
ENSG00000048471,1628,1517,2444,2050,1771,2395,1663,2996
ENSG00000048540,21,57,29,47,59,216,30,52
ENSG00000048544,776,598,916,555,828,1023,647,563
ENSG00000048545,1,1,1,0,1,0,0,0
ENSG00000048649,1530,1282,1719,978,1963,2255,1438,1596
ENSG00000048707,2324,2841,3151,2819,2454,4549,2485,4411
ENSG00000048740,4761,6406,4186,4857,3606,7460,3603,8706
ENSG00000048828,3614,3426,3935,2355,4425,6032,3117,3557
ENSG00000048991,552,463,613,297,701,624,441,409
ENSG00000049089,68,37,93,34,105,74,74,42
ENSG00000049130,2861,1858,3372,1884,4740,5576,2045,2222
ENSG00000049167,258,212,286,134,247,299,207,206
ENSG00000049192,154,136,221,87,243,227,100,53
ENSG00000049239,5616,5396,6609,4917,4602,8569,5072,6856
ENSG00000049245,3159,2778,3814,2664,3799,4785,2788,3302
ENSG00000049246,315,45,319,81,414,85,387,51
ENSG00000049247,0,0,2,0,2,1,0,0
ENSG00000049249,0,2,1,1,1,1,0,0
ENSG00000049283,20,11,14,3,13,12,14,6
ENSG00000049323,13679,20476,18800,16189,17692,30226,12760,23585
ENSG00000049449,2308,1916,2331,1304,2712,3361,2024,1738
ENSG00000049540,4172,7796,7258,5925,2528,5842,5263,12598
ENSG00000049541,157,110,192,62,138,161,124,111
ENSG00000049618,2010,1607,1742,879,2239,2353,1602,1502
ENSG00000049656,492,510,418,267,383,406,266,294
ENSG00000049759,1695,641,2052,372,1914,1454,1520,795
ENSG00000049768,3,1,4,1,2,4,0,2
ENSG00000049769,96,63,99,60,99,82,62,62
ENSG00000049860,3732,2926,5086,3226,5790,6622,3852,3872
ENSG00000049883,368,241,447,226,358,419,325,326
ENSG00000050030,0,0,0,0,0,0,0,0
ENSG00000050130,922,789,1175,742,1256,1454,816,873
ENSG00000050165,12720,12785,20038,12480,17942,25467,15004,20050
ENSG00000050327,81,59,187,105,90,134,90,85
ENSG00000050344,115,97,140,66,208,251,104,120
ENSG00000050393,469,484,498,397,558,795,480,746
ENSG00000050405,6303,5547,12741,5232,12306,14843,8157,5781
ENSG00000050426,992,778,1104,653,1002,927,867,924
ENSG00000050438,59,47,142,73,170,142,87,64
ENSG00000050555,72,44,40,19,153,225,55,44
ENSG00000050628,341,284,501,208,440,353,265,277
ENSG00000050730,2,0,1,0,6,5,0,2
ENSG00000050748,914,753,1032,595,1004,1132,787,824
ENSG00000050767,0,3,0,0,0,1,0,2
ENSG00000050820,1101,1118,1097,557,1270,2100,915,948
ENSG00000051009,419,393,474,259,477,531,392,433
ENSG00000051108,1688,2346,2083,1996,2027,3813,1392,2626
ENSG00000051128,625,530,676,317,830,830,670,612
ENSG00000051180,15,37,35,40,26,57,43,61
ENSG00000051341,22,12,25,13,23,13,33,26
ENSG00000051382,298,253,361,290,374,576,278,435
ENSG00000051523,712,747,621,359,489,749,544,681
ENSG00000051596,96,82,113,67,95,114,62,58
ENSG00000051620,983,1161,1142,881,1207,1745,894,1291
ENSG00000051825,253,167,302,143,276,236,232,166
ENSG00000052126,1503,1116,1762,909,2155,1688,1235,1158
ENSG00000052344,0,0,0,0,1,0,0,0
ENSG00000052723,765,634,845,472,768,909,657,612
ENSG00000052749,289,267,337,192,431,580,294,250
ENSG00000052795,468,467,499,331,706,865,480,593
ENSG00000052802,369,279,424,235,304,362,257,240
ENSG00000052841,2187,1856,2644,1427,3071,3144,2191,2156
ENSG00000052850,8,0,4,0,0,5,61,21
ENSG00000053108,0,0,0,0,0,0,0,0
ENSG00000053254,3127,2988,2847,2414,3677,4597,2435,4058
ENSG00000053328,57,19,66,26,7,6,33,27
ENSG00000053371,946,846,893,539,900,1077,758,816
ENSG00000053372,296,307,367,247,350,587,297,300
ENSG00000053438,43,44,34,17,19,23,68,38
ENSG00000053501,306,260,327,144,283,297,227,208
ENSG00000053524,4,10,1,1,7,9,5,6
ENSG00000053702,23,20,33,17,32,32,28,21
ENSG00000053747,918,1342,499,917,1343,2075,773,1611
ENSG00000053770,650,569,819,460,797,975,584,611
ENSG00000053900,535,477,628,352,567,708,517,536
ENSG00000053918,0,0,0,0,1,0,0,0
ENSG00000054116,709,703,793,466,758,990,647,642
ENSG00000054118,2846,2195,3450,1709,3563,3635,2708,2398
ENSG00000054148,789,645,541,224,532,611,423,278
ENSG00000054179,2,0,4,0,0,1,4,0
ENSG00000054219,6,5,10,15,5,18,16,27
ENSG00000054267,1075,848,1320,677,1391,1497,969,1039
ENSG00000054277,94,106,68,91,76,158,85,164
ENSG00000054282,6,11,1,6,10,22,13,15
ENSG00000054356,32,28,19,5,11,5,22,8
ENSG00000054392,105,77,120,63,128,97,85,90
ENSG00000054523,1563,1485,1662,1108,1695,2048,1335,1675
ENSG00000054598,436,325,385,226,569,652,567,472
ENSG00000054611,592,474,688,375,598,778,482,522
ENSG00000054654,1880,1073,1938,1235,1409,2003,1369,2344
ENSG00000054690,21,11,9,1,13,17,12,5
ENSG00000054793,2701,2015,3378,2292,3169,4910,3119,3759
ENSG00000054796,0,0,0,0,1,0,0,0
ENSG00000054803,0,0,0,0,0,0,0,0
ENSG00000054938,86,23,142,12,189,111,146,66
ENSG00000054965,1916,1374,2180,970,2139,2204,1699,1536
ENSG00000054967,17,9,7,7,13,22,14,11
ENSG00000054983,652,662,686,466,733,1065,455,635
ENSG00000055044,447,429,489,339,531,775,406,380
ENSG00000055070,2502,2366,2994,1846,2840,4558,2233,2827
ENSG00000055118,52,17,21,1,1,1,10,15
ENSG00000055130,1148,1288,1206,793,1373,2125,1051,1200
ENSG00000055147,560,474,614,347,567,797,420,434
ENSG00000055163,511,204,364,87,462,295,223,134
ENSG00000055208,1641,1325,1814,1191,2101,2472,1352,1613
ENSG00000055211,1746,1797,2622,1947,2359,3205,1845,2260
ENSG00000055332,2155,1610,2165,1112,2314,2563,1783,1651
ENSG00000055483,886,889,784,513,814,1121,735,809
ENSG00000055609,2272,1658,2077,975,2552,2654,1999,1943
ENSG00000055732,142,130,115,46,112,96,109,62
ENSG00000055813,25,14,42,2,10,4,67,31
ENSG00000055917,2297,2025,2305,1552,2498,3117,2076,2474
ENSG00000055950,750,557,773,347,719,869,487,523
ENSG00000055955,3,3,1,2,4,4,3,1
ENSG00000055957,0,0,0,0,1,0,0,0
ENSG00000056050,337,307,302,181,426,354,290,250
ENSG00000056097,2468,2417,3148,1985,3722,4794,2459,2881
ENSG00000056277,178,118,181,55,256,243,139,119
ENSG00000056291,0,0,0,0,0,0,1,0
ENSG00000056487,0,0,0,0,0,0,0,0
ENSG00000056558,139,184,190,113,126,145,140,168
ENSG00000056586,1122,1221,1473,1111,1474,2178,1078,1458
ENSG00000056736,109,45,109,30,82,50,126,66
ENSG00000056972,483,484,492,340,711,856,347,516
ENSG00000056998,232,220,305,173,290,491,204,256
ENSG00000057019,2302,1862,2488,1462,3612,3998,2296,2217
ENSG00000057149,0,0,0,0,0,0,0,0
ENSG00000057252,963,1368,955,989,1063,1655,999,1624
ENSG00000057294,11,53,8,10,0,13,2,6
ENSG00000057468,4,2,2,1,5,2,9,6
ENSG00000057593,2,6,11,7,1,7,4,4
ENSG00000057608,3540,2915,3681,2145,3638,4509,2877,2864
ENSG00000057657,115,129,160,239,166,435,82,321
ENSG00000057663,514,539,552,457,613,844,497,535
ENSG00000057704,14,31,13,23,9,12,16,24
ENSG00000057757,492,404,549,352,614,603,470,449
ENSG00000057935,809,608,983,466,1067,1063,800,744
ENSG00000058056,185,210,238,216,241,391,218,255
ENSG00000058063,1322,1536,1698,1198,1634,2356,1503,2104
ENSG00000058085,52,95,65,59,61,113,33,86
ENSG00000058091,1280,963,1471,899,1662,1809,1260,1448
ENSG00000058262,11236,7967,13588,6071,12669,13972,10269,7560
ENSG00000058272,1538,1542,1806,1377,1894,2759,1322,1730
ENSG00000058335,1,0,2,3,3,3,0,0
ENSG00000058404,2,1,2,2,0,2,3,0
ENSG00000058453,554,524,472,258,529,664,497,511
ENSG00000058600,422,473,473,283,497,645,351,447
ENSG00000058668,9880,7309,16124,7322,12630,16898,10394,9377
ENSG00000058673,20,25,20,13,18,22,12,20
ENSG00000058729,357,297,434,227,486,506,343,289
ENSG00000058799,327,380,498,372,520,793,350,460
ENSG00000058804,277,226,320,191,280,357,241,169
ENSG00000058866,1,0,0,0,0,0,0,0
ENSG00000059122,1352,1209,1569,808,925,888,1097,1235
ENSG00000059145,333,341,326,217,348,456,258,387
ENSG00000059377,10,19,10,5,24,12,12,11
ENSG00000059378,246,236,246,192,287,302,201,200
ENSG00000059573,1752,1061,1724,719,1867,2231,1453,936
ENSG00000059588,409,254,461,230,363,452,372,242
ENSG00000059691,374,262,419,196,444,385,290,279
ENSG00000059728,225,165,201,135,200,192,171,160
ENSG00000059758,868,685,993,419,1128,1116,831,626
ENSG00000059769,236,185,328,203,374,561,234,262
ENSG00000059804,1145,793,948,551,1136,1872,803,791
ENSG00000059915,143,102,126,58,198,205,136,87
ENSG00000060069,206,182,182,135,243,341,170,160
ENSG00000060138,4346,5243,4102,3456,4826,6412,3140,5459
ENSG00000060140,1,0,3,0,2,4,0,1
ENSG00000060237,5155,3993,6076,3241,7003,7431,4983,5016
ENSG00000060303,0,0,0,0,0,0,1,0
ENSG00000060339,1506,1465,1519,966,2338,2288,1366,1433
ENSG00000060491,859,757,795,457,811,1103,644,657
ENSG00000060558,0,0,1,0,0,0,0,0
ENSG00000060566,0,0,1,0,0,0,0,0
ENSG00000060642,260,255,424,274,329,403,274,370
ENSG00000060656,384,386,469,214,346,577,298,344
ENSG00000060688,447,392,532,275,567,679,416,380
ENSG00000060709,0,0,2,0,2,0,0,1
ENSG00000060718,50,218,279,687,69,531,91,654
ENSG00000060749,1142,806,1106,580,1241,1487,1079,974
ENSG00000060762,271,294,295,255,243,353,205,316
ENSG00000060971,536,566,649,392,618,689,436,475
ENSG00000060982,2028,1693,2706,1559,2478,3295,3023,2988
ENSG00000061273,2553,3363,2686,2163,2223,3905,2138,3500
ENSG00000061337,90,28,119,29,84,72,67,37
ENSG00000061455,1186,947,1021,589,1050,983,583,761
ENSG00000061492,0,0,0,0,0,0,0,0
ENSG00000061656,64,75,119,46,91,196,73,121
ENSG00000061676,5042,4901,5406,4365,6296,8493,5203,6098
ENSG00000061794,495,539,592,442,626,787,512,586
ENSG00000061918,1752,2035,1851,1189,1522,1072,1726,1588
ENSG00000061936,816,678,981,489,924,1013,750,750
ENSG00000061938,634,502,489,213,529,515,428,372
ENSG00000061987,1333,1105,1608,815,1618,1951,1259,1143
ENSG00000062038,1,0,1,1,1,4,1,1
ENSG00000062096,1,0,0,0,0,0,0,1
ENSG00000062194,1152,852,1304,703,1291,1390,1060,931
ENSG00000062282,16,18,11,5,49,36,21,12
ENSG00000062370,123,140,152,95,146,190,112,127
ENSG00000062485,1717,1564,1787,1003,2011,1991,1383,1350
ENSG00000062524,3,4,0,0,1,2,1,1
ENSG00000062582,33,24,16,10,34,37,15,18
ENSG00000062598,1082,1147,1136,790,1226,1404,963,1114
ENSG00000062650,1038,938,1287,779,1344,1737,979,1047
ENSG00000062716,2477,3278,3041,2653,3103,4635,1952,3076
ENSG00000062725,1793,1432,1796,1197,2459,2360,1559,1463
ENSG00000062822,161,113,133,43,154,167,106,86
ENSG00000063015,0,2,2,1,3,2,2,0
ENSG00000063046,10219,9031,11080,6549,10961,11242,7916,8069
ENSG00000063127,31,16,37,15,42,29,46,14
ENSG00000063169,213,252,223,177,219,381,177,227
ENSG00000063176,231,220,290,194,274,311,183,194
ENSG00000063177,9810,9213,9220,3999,8539,9724,6340,6391
ENSG00000063180,77,47,175,81,151,104,140,93
ENSG00000063241,407,326,377,177,415,523,271,248
ENSG00000063244,2263,1681,2320,942,2324,2687,1690,1514
ENSG00000063245,2504,2508,2390,1387,2121,2977,1599,1998
ENSG00000063322,1248,1107,1487,912,1418,1713,1155,1342
ENSG00000063438,21,15,36,15,82,66,52,27
ENSG00000063515,0,0,0,0,1,0,0,0
ENSG00000063587,574,662,555,358,625,927,455,661
ENSG00000063601,710,611,782,453,822,943,630,652
ENSG00000063660,6010,3267,6133,2227,4571,5355,3953,3215
ENSG00000063761,105,103,126,60,135,121,109,97
ENSG00000063854,315,301,394,259,317,435,321,396
ENSG00000063978,949,818,1092,646,1168,1363,816,853
ENSG00000064012,278,177,366,167,367,386,274,249
ENSG00000064042,494,310,459,217,535,794,253,317
ENSG00000064102,388,359,423,226,531,626,284,280
ENSG00000064115,1286,1467,1312,1542,1176,2240,885,2079
ENSG00000064195,0,0,0,0,0,0,0,0
ENSG00000064199,88,81,194,118,163,197,130,127
ENSG00000064201,36,12,17,5,27,7,23,7
ENSG00000064205,1455,493,4338,1479,3163,1970,1646,947
ENSG00000064218,0,0,0,0,0,0,0,0
ENSG00000064225,30,10,55,20,45,45,41,32
ENSG00000064270,1,5,0,2,3,9,8,2
ENSG00000064300,1,3,2,0,2,4,0,0
ENSG00000064309,546,99,570,123,308,234,638,154
ENSG00000064313,764,659,858,553,952,1212,733,762
ENSG00000064393,2151,2837,2084,1582,2531,4719,1899,3112
ENSG00000064419,1282,1069,1547,837,1690,1817,1219,1203
ENSG00000064489,0,1,0,1,1,2,1,1
ENSG00000064490,303,295,406,200,375,464,246,258
ENSG00000064545,354,304,293,157,302,468,245,257
ENSG00000064547,31,31,43,18,52,62,33,31
ENSG00000064601,7546,5178,10063,4669,9813,9661,7684,6532
ENSG00000064607,1655,1531,1897,872,1868,2050,1402,1220
ENSG00000064651,359,414,614,313,523,602,504,501
ENSG00000064652,210,260,232,203,294,494,187,277
ENSG00000064655,62,60,206,107,76,92,105,117
ENSG00000064666,5637,7615,7883,7189,6693,17532,5596,8932
ENSG00000064687,152,86,229,57,205,157,126,72
ENSG00000064692,106,48,84,14,31,6,58,20
ENSG00000064703,308,324,372,255,376,610,246,288
ENSG00000064726,1683,1581,2315,1480,2445,3258,1589,1764
ENSG00000064763,211,305,266,195,370,490,236,288
ENSG00000064787,3,1,14,0,1,0,11,2
ENSG00000064835,0,0,0,0,0,0,0,1
ENSG00000064886,1030,1206,1507,780,2052,2161,1037,839
ENSG00000064932,16,8,18,21,13,74,13,8
ENSG00000064933,361,500,406,364,417,764,413,497
ENSG00000064961,1118,1107,1143,697,1278,1680,895,1202
ENSG00000064989,66,38,54,14,56,51,26,18
ENSG00000064995,303,279,434,237,317,462,296,307
ENSG00000064999,599,597,824,529,802,935,585,715
ENSG00000065000,4098,3327,4399,2368,4784,5777,3216,3375
ENSG00000065029,413,362,538,275,556,592,391,392
ENSG00000065054,891,657,843,347,998,1662,899,698
ENSG00000065057,110,108,137,59,129,169,124,89
ENSG00000065060,398,294,412,217,464,481,303,331
ENSG00000065135,2001,1662,1815,1308,1942,2503,1654,1740
ENSG00000065150,4249,3317,4995,2798,4560,5202,4851,4006
ENSG00000065154,2928,2672,3425,2100,2778,3441,2758,2815
ENSG00000065183,504,405,541,314,589,815,424,444
ENSG00000065243,1425,1242,1452,915,1631,1968,1210,1358
ENSG00000065268,316,332,255,125,253,487,203,235
ENSG00000065308,9290,9302,9615,6612,10505,13852,7836,9139
ENSG00000065320,4575,5465,4488,3397,1909,3483,3195,5020
ENSG00000065325,2,8,3,0,12,10,0,0
ENSG00000065328,7,5,6,4,12,8,8,4
ENSG00000065357,1045,891,1154,570,1104,1213,795,816
ENSG00000065361,6,2,47,25,14,30,15,31
ENSG00000065371,1,0,0,0,0,1,0,0
ENSG00000065413,174,132,271,201,279,264,232,247
ENSG00000065427,1910,1919,2240,1191,2244,2979,1410,1482
ENSG00000065457,353,296,436,198,460,429,307,264
ENSG00000065485,738,581,855,432,792,884,851,712
ENSG00000065491,353,268,369,160,415,347,312,227
ENSG00000065518,746,543,860,416,999,985,634,534
ENSG00000065526,1153,1588,1181,1032,1322,2076,986,1957
ENSG00000065534,16760,15906,26319,14168,20829,27453,15007,14407
ENSG00000065548,955,785,1066,606,1245,1379,829,711
ENSG00000065559,600,521,603,401,762,887,493,606
ENSG00000065600,82,76,110,58,121,107,96,76
ENSG00000065609,1,0,0,0,0,1,0,2
ENSG00000065613,1643,1476,1686,1167,1860,2312,1658,1798
ENSG00000065615,357,266,307,161,369,406,217,230
ENSG00000065618,2,1,1,0,2,2,2,2
ENSG00000065621,18,25,98,45,67,68,41,44
ENSG00000065665,157,108,165,74,208,172,147,103
ENSG00000065675,1,0,0,3,1,2,0,0
ENSG00000065717,257,414,139,120,143,377,143,194
ENSG00000065802,1125,1130,1145,770,1100,1770,1036,1313
ENSG00000065809,2661,1305,4827,1093,2964,2140,2508,1199
ENSG00000065833,790,501,863,379,1298,752,599,382
ENSG00000065882,552,713,775,723,720,1305,640,840
ENSG00000065883,1174,1084,1235,814,1402,1726,1007,1186
ENSG00000065911,551,583,638,535,525,409,610,836
ENSG00000065923,755,486,1672,655,1619,1668,991,809
ENSG00000065970,790,702,768,461,835,899,671,741
ENSG00000065978,9648,8352,10097,5487,9289,10594,7447,6864
ENSG00000065989,675,697,620,402,739,999,577,689
ENSG00000066027,682,594,716,632,742,992,679,762
ENSG00000066032,0,0,0,0,0,0,0,0
ENSG00000066044,1106,932,1159,677,1157,1542,923,1006
ENSG00000066056,0,2,1,1,0,2,0,0
ENSG00000066084,1147,758,1009,546,1309,1179,946,923
ENSG00000066117,817,793,866,498,1036,1069,652,735
ENSG00000066135,493,367,570,275,563,541,400,321
ENSG00000066136,408,306,487,215,515,515,408,333
ENSG00000066185,16,10,36,10,18,19,9,9
ENSG00000066230,86,61,95,33,55,57,48,42
ENSG00000066248,0,1,3,0,0,1,10,8
ENSG00000066279,94,68,229,71,182,128,123,87
ENSG00000066294,0,0,0,0,0,0,0,0
ENSG00000066322,898,1091,928,783,936,1679,756,1083
ENSG00000066336,0,0,2,1,1,1,3,1
ENSG00000066379,0,0,0,0,1,0,0,0
ENSG00000066382,13,11,12,1,0,0,26,8
ENSG00000066405,13,19,18,7,14,23,18,5
ENSG00000066422,557,323,593,295,531,584,515,405
ENSG00000066427,406,293,468,338,438,433,346,377
ENSG00000066455,1245,1147,1743,940,1736,2085,1158,1209
ENSG00000066468,71,10,37,5,8,5,72,14
